pl_name,pl_orbper,pl_rade,st_teff,pl_orbsmax,pl_insol,pl_eqt,log_orbper,log_insol,radius_earth_ratio,hz_proximity,habitable
Kepler-240 b,4.14451776,1.54,4988.0,0.0474,144.68,884.0,1.6379316350583064,4.981412435419353,1.54,0.0,0
Kepler-240 b,4.14451656,1.48,4768.0,0.0461,132.08,864.0,1.6379314018002642,4.890950451150276,1.48,0.0,0
Kepler-240 c,7.953547,2.25,4768.0,0.0712,55.37,696.0,2.1920497666247316,4.031937102093484,2.25,0.0,0
Kepler-240 c,7.95355717,2.3,4988.0,0.0732,60.67,712.0,2.1920509024867787,4.1217975890034015,2.3,0.0,0
Kepler-240 c,7.95355717,2.3,4988.0,0.0732,60.67,712.0,2.1920509024867787,4.1217975890034015,2.3,0.0,0
Kepler-240 c,7.95355717,2.3,4988.0,0.0732,60.67,712.0,2.1920509024867787,4.1217975890034015,2.3,0.0,0
Kepler-241 b,12.71810317,2.35,4702.0,0.0934,23.6,562.0,2.618716359824472,3.202746442938317,2.35,0.0,0
Kepler-241 b,12.71810317,2.35,4702.0,0.0934,23.6,562.0,2.618716359824472,3.202746442938317,2.35,0.0,0
Kepler-241 b,12.71809866,2.31,4702.0,0.0934,23.6,562.0,2.6187160310617643,3.202746442938317,2.31,0.0,0
Kepler-241 b,12.71810317,2.35,4702.0,0.0934,23.6,562.0,2.618716359824472,3.202746442938317,2.35,0.0,0
Kepler-241 c,36.06587916,2.71,4702.0,0.1871,5.88,397.0,3.6126968472392265,1.9286186519452522,2.71,0.0,0
Kepler-241 c,36.06587916,2.71,4702.0,0.1871,5.88,397.0,3.6126968472392265,1.9286186519452522,2.71,0.0,0
Kepler-241 c,36.06588163,2.64,4702.0,0.1871,5.88,397.0,3.6126969138773304,1.9286186519452522,2.64,0.0,0
Kepler-241 c,36.06587916,2.71,4702.0,0.1871,5.88,397.0,3.6126968472392265,1.9286186519452522,2.71,0.0,0
Kepler-242 b,8.2039687,3.04,5015.0,0.0735,71.5,742.0,2.2196347714719873,4.283586561860629,3.04,0.0,0
Kepler-242 b,8.2039687,3.04,5015.0,0.0735,71.5,742.0,2.2196347714719873,4.283586561860629,3.04,0.0,0
Kepler-242 b,8.2039687,3.04,5015.0,0.0735,71.5,742.0,2.2196347714719873,4.283586561860629,3.04,0.0,0
Kepler-242 b,8.20396958,3.01,5015.0,0.0735,71.5,742.0,2.219634867082912,4.283586561860629,3.01,0.0,0
Kepler-242 c,14.49643531,2.82,5015.0,0.1074,33.48,613.0,2.7406100174757455,3.5403794457954922,2.82,0.0,0
Kepler-242 c,14.49645186,3.01,5015.0,0.1074,33.48,613.0,2.7406110854627266,3.5403794457954922,3.01,0.0,0
Kepler-242 c,14.49643531,2.82,5015.0,0.1074,33.48,613.0,2.7406100174757455,3.5403794457954922,2.82,0.0,0
Kepler-242 c,14.49643531,2.82,5015.0,0.1074,33.48,613.0,2.7406100174757455,3.5403794457954922,2.82,0.0,0
Kepler-243 b,5.71542485,2.48,5228.0,0.0609,118.57,842.0,1.904407096775006,4.7839019739314885,2.48,0.0,0
Kepler-243 b,5.71542485,2.48,5228.0,0.0609,118.57,842.0,1.904407096775006,4.7839019739314885,2.48,0.0,0
Kepler-243 b,5.715425977,2.47,5237.0,0.0611,123.03,850.0,1.9044072645975834,4.820523471827238,2.47,0.0,0
Kepler-243 b,5.71542485,2.48,5228.0,0.0609,118.57,842.0,1.904407096775006,4.7839019739314885,2.48,0.0,0
Kepler-243 c,20.026231,1.73,5228.0,0.1406,22.24,554.0,3.0457707534910825,3.1458749319837103,1.73,0.0,0
Kepler-243 c,20.026231,1.73,5228.0,0.1406,22.24,554.0,3.0457707534910825,3.1458749319837103,1.73,0.0,0
Kepler-243 c,20.0261412,2.28,5237.0,0.1409,23.14,559.0,3.045766482626192,3.1838702156693857,2.28,0.0,0
Kepler-243 c,20.026231,1.73,5228.0,0.1406,22.24,554.0,3.0457707534910825,3.1458749319837103,1.73,0.0,0
Kepler-244 b,4.311780262,3.11,5527.0,0.0511,274.84,1038.0,1.6699270449781607,5.619820987475328,3.11,0.0,0
Kepler-244 b,4.311779906,2.87,5565.0,0.0497,223.51,986.0,1.6699269779573136,5.413920249620124,2.87,0.0,0
Kepler-244 b,4.311779906,2.87,5565.0,0.0497,223.51,986.0,1.6699269779573136,5.413920249620124,2.87,0.0,0
Kepler-244 b,4.311779906,2.87,5565.0,0.0497,223.51,986.0,1.6699269779573136,5.413920249620124,2.87,0.0,0
Kepler-244 c,9.76734503,2.67,5527.0,0.0881,92.46,791.0,2.3765179454580667,4.53753353727228,2.67,0.0,0
Kepler-244 c,9.76734365,2.0,5565.0,0.0857,75.17,751.0,2.3765178172927595,4.3329676843846965,2.0,0.0,0
Kepler-244 c,9.76734365,2.0,5565.0,0.0857,75.17,751.0,2.3765178172927595,4.3329676843846965,2.0,0.0,0
Kepler-244 c,9.76734365,2.0,5565.0,0.0857,75.17,751.0,2.3765178172927595,4.3329676843846965,2.0,0.0,0
Kepler-244 d,20.05040157,2.78,5565.0,0.1385,28.78,591.0,3.0469196369060474,3.393837027255863,2.78,0.0,0
Kepler-244 d,20.05040157,2.78,5565.0,0.1385,28.78,591.0,3.0469196369060474,3.393837027255863,2.78,0.0,0
Kepler-244 d,20.05040157,2.78,5565.0,0.1385,28.78,591.0,3.0469196369060474,3.393837027255863,2.78,0.0,0
Kepler-244 d,20.0504494,2.69,5527.0,0.1423,35.44,622.0,3.0469219090691464,3.5956670723917576,2.69,0.0,0
Kepler-245 b,7.49017229,2.98,5257.0,0.0697,107.48,821.0,2.138909293403569,4.686565824192085,2.98,0.0,0
Kepler-245 b,7.49017229,2.98,5257.0,0.0697,107.48,821.0,2.138909293403569,4.686565824192085,2.98,0.0,0
Kepler-245 b,7.49017229,2.98,5257.0,0.0697,107.48,821.0,2.138909293403569,4.686565824192085,2.98,0.0,0
Kepler-245 b,7.49018305,2.56,5103.0,0.0703,76.06,753.0,2.138910560750428,4.344584339198011,2.56,0.0,0
Kepler-245 c,17.46085263,2.53,5257.0,0.1225,34.79,619.0,2.9156524159820725,3.5776685247779345,2.53,0.0,0
Kepler-245 c,17.46085263,2.53,5257.0,0.1225,34.79,619.0,2.9156524159820725,3.5776685247779345,2.53,0.0,0
Kepler-245 c,17.46087931,2.32,5103.0,0.1236,24.6,568.0,2.9156538612013834,3.242592351485517,2.32,0.0,0
Kepler-245 c,17.46085263,2.53,5257.0,0.1225,34.79,619.0,2.9156524159820725,3.5776685247779345,2.53,0.0,0
Kepler-245 d,36.2761238,3.03,5103.0,0.2012,9.29,445.0,3.6183530090896934,2.331172549845958,3.03,0.0,0
Kepler-245 d,36.27594657,3.5,5257.0,0.1995,13.12,485.0,3.6183482545604333,2.647592232065096,3.5,0.0,0
Kepler-245 d,36.27594657,3.5,5257.0,0.1995,13.12,485.0,3.6183482545604333,2.647592232065096,3.5,0.0,0
Kepler-245 d,36.27594657,3.5,5257.0,0.1995,13.12,485.0,3.6183482545604333,2.647592232065096,3.5,0.0,0
Kepler-245 e,3.219814777,1.69,5103.0,0.04,234.93,998.0,1.43979123537849,5.463535150858622,1.69,0.0,0
Kepler-245 e,3.219821056,1.92,5257.0,0.0397,331.28,1088.0,1.439792723357385,5.805977986970871,1.92,0.0,0
Kepler-245 e,3.219821056,1.92,5257.0,0.0397,331.28,1088.0,1.439792723357385,5.805977986970871,1.92,0.0,0
Kepler-245 e,3.219821056,1.92,5257.0,0.0397,331.28,1088.0,1.439792723357385,5.805977986970871,1.92,0.0,0
Kepler-246 b,4.601811819,2.35,4986.0,0.0501,152.91,896.0,1.7230900845207557,5.0363680159918625,2.35,0.0,0
Kepler-246 b,4.601816855,2.37,5202.0,0.052,159.41,906.0,1.723090983515206,5.07773303762875,2.37,0.0,0
Kepler-246 b,4.601816855,2.37,5202.0,0.052,159.41,906.0,1.723090983515206,5.07773303762875,2.37,0.0,0
Kepler-246 b,4.601816855,2.37,5202.0,0.052,159.41,906.0,1.723090983515206,5.07773303762875,2.37,0.0,0
Kepler-246 c,11.18714042,1.56,5202.0,0.094,48.78,674.0,2.500381331888714,3.907613296939446,1.56,0.0,0
Kepler-246 c,11.18714042,1.56,5202.0,0.094,48.78,674.0,2.500381331888714,3.907613296939446,1.56,0.0,0
Kepler-246 c,11.18714042,1.56,5202.0,0.094,48.78,674.0,2.500381331888714,3.907613296939446,1.56,0.0,0
Kepler-246 c,11.18719905,1.55,4986.0,0.0907,46.65,667.0,2.500386142685747,3.863882630100211,1.55,0.0,0
Kepler-247 b,3.336125104,1.65,5094.0,0.042,213.75,975.0,1.4669811161196467,5.369474560864365,1.65,0.0,0
Kepler-247 b,3.336125104,1.65,5094.0,0.042,213.75,975.0,1.4669811161196467,5.369474560864365,1.65,0.0,0
Kepler-247 b,3.336123113,1.74,5097.0,0.0418,209.79,970.0,1.4669806569538224,5.350862377211803,1.74,0.0,0
Kepler-247 b,3.336125104,1.65,5094.0,0.042,213.75,975.0,1.4669811161196467,5.369474560864365,1.65,0.0,0
Kepler-247 c,9.439460801,4.34,5094.0,0.084,53.44,690.0,2.345592933706926,3.9970991777832654,4.34,0.0,0
Kepler-247 c,9.439460801,4.34,5094.0,0.084,53.44,690.0,2.345592933706926,3.9970991777832654,4.34,0.0,0
Kepler-247 c,9.439459486,4.16,5097.0,0.0837,52.32,686.0,2.345592807742558,3.976311495310508,4.16,0.0,0
Kepler-247 c,9.439460801,4.34,5094.0,0.084,53.44,690.0,2.345592933706926,3.9970991777832654,4.34,0.0,0
Kepler-247 d,20.47735749,5.0,5094.0,0.1408,19.02,533.0,3.066999240192032,2.9967317738870745,5.0,0.0,0
Kepler-247 d,20.47735749,5.0,5094.0,0.1408,19.02,533.0,3.066999240192032,2.9967317738870745,5.0,0.0,0
Kepler-247 d,20.47748843,2.92,5097.0,0.1402,18.65,530.0,3.0670053368266355,2.9780773383152703,2.92,0.0,0
Kepler-247 d,20.47735749,5.0,5094.0,0.1408,19.02,533.0,3.066999240192032,2.9967317738870745,5.0,0.0,0
Kepler-248 b,6.308203234,3.16,5130.0,0.0654,101.52,810.0,1.988997447926557,4.630057901495871,3.16,0.0,0
Kepler-248 b,6.308203234,3.16,5130.0,0.0654,101.52,810.0,1.988997447926557,4.630057901495871,3.16,0.0,0
Kepler-248 b,6.308201629,2.96,5191.0,0.0654,106.44,819.0,1.988997228310309,4.676932552214982,2.96,0.0,0
Kepler-248 b,6.308203234,3.16,5130.0,0.0654,101.52,810.0,1.988997447926557,4.630057901495871,3.16,0.0,0
Kepler-248 c,16.23947096,4.14,5191.0,0.1229,30.14,598.0,2.847201577989756,3.4384931664058525,4.14,0.0,0
Kepler-248 c,16.23946714,4.22,5130.0,0.1229,28.75,591.0,2.847201356405206,3.392829131991639,4.22,0.0,0
Kepler-248 c,16.23946714,4.22,5130.0,0.1229,28.75,591.0,2.847201356405206,3.392829131991639,4.22,0.0,0
Kepler-248 c,16.23946714,4.22,5130.0,0.1229,28.75,591.0,2.847201356405206,3.392829131991639,4.22,0.0,0
Kepler-249 b,3.306548978,1.09,3568.0,0.0331,23.35,561.0,1.460136882223171,3.192531849528599,1.09,0.0,0
Kepler-249 b,3.306548978,1.09,3568.0,0.0331,23.35,561.0,1.460136882223171,3.192531849528599,1.09,0.0,0
Kepler-249 b,3.306551643,0.91,3561.0,0.0331,22.19,554.0,1.4601375010479398,3.1437211512674406,0.91,0.0,0
Kepler-249 b,3.306548978,1.09,3568.0,0.0331,23.35,561.0,1.460136882223171,3.192531849528599,1.09,0.0,0
Kepler-249 c,7.11372736,1.27,3568.0,0.0551,8.43,435.0,2.0935573630365827,2.2438960966453663,1.27,0.0,0
Kepler-249 c,7.11372736,1.27,3568.0,0.0551,8.43,435.0,2.0935573630365827,2.2438960966453663,1.27,0.0,0
Kepler-249 c,7.11372736,1.27,3568.0,0.0551,8.43,435.0,2.0935573630365827,2.2438960966453663,1.27,0.0,0
Kepler-249 c,7.11373257,1.16,3561.0,0.0551,8.01,429.0,2.0935580051580267,2.1983350716202463,1.16,0.0,0
Kepler-249 d,15.36843606,1.21,3568.0,0.0921,3.02,336.0,2.795354849861248,1.3912819026309298,1.21,0.0,0
Kepler-249 d,15.36843606,1.21,3568.0,0.0921,3.02,336.0,2.795354849861248,1.3912819026309298,1.21,0.0,0
Kepler-249 d,15.36843606,1.21,3568.0,0.0921,3.02,336.0,2.795354849861248,1.3912819026309298,1.21,0.0,0
Kepler-249 d,15.36845737,1.11,3561.0,0.0922,2.86,332.0,2.795356151756313,1.3506671834767394,1.11,0.0,0
Kepler-25 b,6.238535444,2.53,6267.0,0.0685,465.61,1185.0,1.9794188991945711,6.145493790990766,2.53,0.0,0
Kepler-25 b,6.238534771,2.64,6270.0,0.0703,479.56,1193.0,1.9794188062199582,6.174952090541906,2.64,0.0,0
Kepler-25 b,6.238534771,2.64,6270.0,0.0703,479.56,1193.0,1.9794188062199582,6.174952090541906,2.64,0.0,0
Kepler-25 b,6.238534771,2.64,6270.0,0.0703,479.56,1193.0,1.9794188062199582,6.174952090541906,2.64,0.0,0
Kepler-25 c,12.720374354,4.51,6270.0,0.113,185.61,941.0,2.618881907202471,5.229020877545381,4.51,0.0,0
Kepler-25 c,12.720374354,4.51,6270.0,0.113,185.61,941.0,2.618881907202471,5.229020877545381,4.51,0.0,0
Kepler-25 c,12.720374354,4.51,6270.0,0.113,185.61,941.0,2.618881907202471,5.229020877545381,4.51,0.0,0
Kepler-25 c,12.720370263,4.75,6267.0,0.1101,180.23,934.0,2.6188816090327194,5.199766942818759,4.75,0.0,0
Kepler-250 b,4.14808732,1.16,5162.0,0.0479,175.04,928.0,1.6386252515169903,5.1707112419428904,1.16,0.0,0
Kepler-250 b,4.14808732,1.16,5162.0,0.0479,175.04,928.0,1.6386252515169903,5.1707112419428904,1.16,0.0,0
Kepler-250 b,4.14810719,1.08,5029.0,0.0469,182.76,938.0,1.6386291111954339,5.213630558380843,1.08,0.0,0
Kepler-250 b,4.14808732,1.16,5162.0,0.0479,175.04,928.0,1.6386252515169903,5.1707112419428904,1.16,0.0,0
Kepler-250 c,7.15681773,2.41,5162.0,0.0689,84.6,773.0,2.098854108843825,4.449685283147696,2.41,0.0,0
Kepler-250 c,7.15681773,2.41,5162.0,0.0689,84.6,773.0,2.098854108843825,4.449685283147696,2.41,0.0,0
Kepler-250 c,7.15681552,2.47,5029.0,0.0675,88.23,782.0,2.098853837904793,4.49121730591206,2.47,0.0,0
Kepler-250 c,7.15681773,2.41,5162.0,0.0689,84.6,773.0,2.098854108843825,4.449685283147696,2.41,0.0,0
Kepler-250 d,17.64830851,2.43,5029.0,0.1232,26.49,579.0,2.9257554454619017,3.3138223021771545,2.43,0.0,0
Kepler-250 d,17.64830992,2.23,5162.0,0.1257,25.42,573.0,2.9257555210719737,3.2741212990941793,2.23,0.0,0
Kepler-250 d,17.64830992,2.23,5162.0,0.1257,25.42,573.0,2.9257555210719737,3.2741212990941793,2.23,0.0,0
Kepler-250 d,17.64830992,2.23,5162.0,0.1257,25.42,573.0,2.9257555210719737,3.2741212990941793,2.23,0.0,0
Kepler-251 b,4.79091735,1.8,5883.0,0.0546,414.79,1151.0,1.7562907159953707,6.030180325110656,1.8,0.0,0
Kepler-251 b,4.79091735,1.8,5883.0,0.0546,414.79,1151.0,1.7562907159953707,6.030180325110656,1.8,0.0,0
Kepler-251 b,4.79090809,1.36,5527.0,0.0525,227.24,990.0,1.756289116938288,5.430397706905245,1.36,0.0,0
Kepler-251 b,4.79091735,1.8,5883.0,0.0546,414.79,1151.0,1.7562907159953707,6.030180325110656,1.8,0.0,0
Kepler-251 c,16.5141282,3.59,5883.0,0.1245,79.78,762.0,2.8630078809316415,4.391729410135267,3.59,0.0,0
Kepler-251 c,16.5141282,3.59,5883.0,0.1245,79.78,762.0,2.8630078809316415,4.391729410135267,3.59,0.0,0
Kepler-251 c,16.51410989,2.72,5527.0,0.1199,43.57,655.0,2.8630068354893927,3.7970609869584644,2.72,0.0,0
Kepler-251 c,16.5141282,3.59,5883.0,0.1245,79.78,762.0,2.8630078809316415,4.391729410135267,3.59,0.0,0
Kepler-251 d,30.1329303,4.25,5883.0,0.1859,35.78,624.0,3.438266111086749,3.604954219176175,4.25,0.0,0
Kepler-251 d,30.1329298,3.14,5527.0,0.179,19.55,536.0,3.438266095026584,3.022860940942244,3.14,0.0,0
Kepler-251 d,30.1329303,4.25,5883.0,0.1859,35.78,624.0,3.438266111086749,3.604954219176175,4.25,0.0,0
Kepler-251 d,30.1329303,4.25,5883.0,0.1859,35.78,624.0,3.438266111086749,3.604954219176175,4.25,0.0,0
Kepler-251 e,99.6409653,3.89,5883.0,0.4126,7.26,419.0,4.611559384519803,2.1114245875328868,3.89,0.0,0
Kepler-251 e,99.6415962,2.64,5527.0,0.3973,3.97,360.0,4.6115656533192,1.6034198401085373,2.64,0.0,0
Kepler-251 e,99.6409653,3.89,5883.0,0.4126,7.26,419.0,4.611559384519803,2.1114245875328868,3.89,0.0,0
Kepler-251 e,99.6409653,3.89,5883.0,0.4126,7.26,419.0,4.611559384519803,2.1114245875328868,3.89,0.0,0
Kepler-252 b,6.66834872,1.2,4208.0,0.0588,28.25,588.0,2.0371013014576307,3.3758795736778655,1.2,0.0,0
Kepler-252 b,6.66834872,1.2,4208.0,0.0588,28.25,588.0,2.0371013014576307,3.3758795736778655,1.2,0.0,0
Kepler-252 b,6.66834872,1.2,4208.0,0.0588,28.25,588.0,2.0371013014576307,3.3758795736778655,1.2,0.0,0
Kepler-252 b,6.66833241,1.18,4201.0,0.0589,28.06,587.0,2.037099174530708,3.369362658142137,1.18,0.0,0
Kepler-252 c,10.84844792,2.38,4208.0,0.0813,14.78,500.0,2.472196881787686,2.7587433154177283,2.38,0.0,0
Kepler-252 c,10.84844792,2.38,4208.0,0.0813,14.78,500.0,2.472196881787686,2.7587433154177283,2.38,0.0,0
Kepler-252 c,10.8484518,2.34,4201.0,0.0815,14.66,499.0,2.4721972092566835,2.751109690562657,2.34,0.0,0
Kepler-252 c,10.84844792,2.38,4208.0,0.0813,14.78,500.0,2.472196881787686,2.7587433154177283,2.38,0.0,0
Kepler-253 b,3.78403393,1.69,5216.0,0.0455,199.71,959.0,1.565284109014484,5.301861080171402,1.69,0.0,0
Kepler-253 b,3.78403393,1.69,5216.0,0.0455,199.71,959.0,1.565284109014484,5.301861080171402,1.69,0.0,0
Kepler-253 b,3.78403393,1.69,5216.0,0.0455,199.71,959.0,1.565284109014484,5.301861080171402,1.69,0.0,0
Kepler-253 b,3.78402867,1.7,5196.0,0.0452,191.78,949.0,1.5652830095233499,5.261549642355822,1.7,0.0,0
Kepler-253 c,10.28192877,2.7,5216.0,0.0885,52.79,687.0,2.4232022217009734,3.985087576285151,2.7,0.0,0
Kepler-253 c,10.28194593,2.53,5196.0,0.088,50.6,680.0,2.4232037427163333,3.9435216724875173,2.53,0.0,0
Kepler-253 c,10.28192877,2.7,5216.0,0.0885,52.79,687.0,2.4232022217009734,3.985087576285151,2.7,0.0,0
Kepler-253 c,10.28192877,2.7,5216.0,0.0885,52.79,687.0,2.4232022217009734,3.985087576285151,2.7,0.0,0
Kepler-253 d,18.11989364,3.17,5216.0,0.1291,24.81,569.0,2.950729344846277,3.2507620137305224,3.17,0.0,0
Kepler-253 d,18.11993039,2.95,5196.0,0.1284,23.77,563.0,2.9507312669262515,3.209633243501268,2.95,0.0,0
Kepler-253 d,18.11989364,3.17,5216.0,0.1291,24.81,569.0,2.950729344846277,3.2507620137305224,3.17,0.0,0
Kepler-253 d,18.11989364,3.17,5216.0,0.1291,24.81,569.0,2.950729344846277,3.2507620137305224,3.17,0.0,0
Kepler-254 b,5.826659194,3.68,5941.0,0.0629,220.71,983.0,1.920835416873692,5.401370221604119,3.68,0.0,0
Kepler-254 b,5.826659194,3.68,5941.0,0.0629,220.71,983.0,1.920835416873692,5.401370221604119,3.68,0.0,0
Kepler-254 b,5.826659194,3.68,5941.0,0.0629,220.71,983.0,1.920835416873692,5.401370221604119,3.68,0.0,0
Kepler-254 b,5.826657508,4.09,5561.0,0.0622,248.57,1013.0,1.9208351699007349,5.519739436963906,4.09,0.0,0
Kepler-254 c,12.41216347,2.58,5561.0,0.103,90.65,787.0,2.596162016868506,4.517976974285714,2.58,0.0,0
Kepler-254 c,12.41217869,2.28,5941.0,0.1041,80.58,764.0,2.5961631516586836,4.401584133889412,2.28,0.0,0
Kepler-254 c,12.41217869,2.28,5941.0,0.1041,80.58,764.0,2.5961631516586836,4.401584133889412,2.28,0.0,0
Kepler-254 c,12.41217869,2.28,5941.0,0.1041,80.58,764.0,2.5961631516586836,4.401584133889412,2.28,0.0,0
Kepler-254 d,18.74653971,2.6,5941.0,0.137,46.53,666.0,2.9829782714400577,3.861361090625918,2.6,0.0,0
Kepler-254 d,18.74653971,2.6,5941.0,0.137,46.53,666.0,2.9829782714400577,3.861361090625918,2.6,0.0,0
Kepler-254 d,18.74649011,3.05,5561.0,0.1355,52.38,686.0,2.9829757596044133,3.9774361439763783,3.05,0.0,0
Kepler-254 d,18.74653971,2.6,5941.0,0.137,46.53,666.0,2.9829782714400577,3.861361090625918,2.6,0.0,0
Kepler-255 b,5.71462396,1.78,5344.0,0.0597,210.16,971.0,1.9042878284071423,5.3526161399554155,1.78,0.0,0
Kepler-255 b,5.71462004,1.55,5569.0,0.0628,171.73,923.0,1.9042872446065948,5.151729681705193,1.55,0.0,0
Kepler-255 b,5.71462004,1.55,5569.0,0.0628,171.73,923.0,1.9042872446065948,5.151729681705193,1.55,0.0,0
Kepler-255 b,5.71462004,1.55,5569.0,0.0628,171.73,923.0,1.9042872446065948,5.151729681705193,1.55,0.0,0
Kepler-255 c,9.94603603,3.01,5569.0,0.0908,82.15,768.0,2.3929773843296838,4.420646205638937,3.01,0.0,0
Kepler-255 c,9.94603603,3.01,5569.0,0.0908,82.15,768.0,2.3929773843296838,4.420646205638937,3.01,0.0,0
Kepler-255 c,9.94602357,3.12,5344.0,0.0864,100.34,807.0,2.392976246017416,4.618481200047763,3.12,0.0,0
Kepler-255 c,9.94603603,3.01,5569.0,0.0908,82.15,768.0,2.3929773843296838,4.420646205638937,3.01,0.0,0
Kepler-255 d,1.04562195,1.45,5344.0,0.0192,2031.84,1710.0,0.7157018752853341,7.617189109104763,1.45,0.0,0
Kepler-255 d,1.045622658,1.37,5569.0,0.0202,1659.82,1628.0,0.7157022213902816,7.415066735288271,1.37,0.0,0
Kepler-255 d,1.045622658,1.37,5569.0,0.0202,1659.82,1628.0,0.7157022213902816,7.415066735288271,1.37,0.0,0
Kepler-255 d,1.045622658,1.37,5569.0,0.0202,1659.82,1628.0,0.7157022213902816,7.415066735288271,1.37,0.0,0
Kepler-256 b,1.620467836,1.37,5936.0,0.0277,1348.59,1545.0,0.9633528651912451,7.207556121601462,1.37,0.0,0
Kepler-256 b,1.620467654,1.57,5553.0,0.0265,1893.42,1681.0,0.9633527957379957,7.54666800206639,1.57,0.0,0
Kepler-256 b,1.620467836,1.37,5936.0,0.0277,1348.59,1545.0,0.9633528651912451,7.207556121601462,1.37,0.0,0
Kepler-256 b,1.620467836,1.37,5936.0,0.0277,1348.59,1545.0,0.9633528651912451,7.207556121601462,1.37,0.0,0
Kepler-256 c,3.388012244,2.11,5553.0,0.0434,705.93,1315.0,1.4788763327463743,6.560931651093779,2.11,0.0,0
Kepler-256 c,3.388011854,1.79,5936.0,0.0453,504.25,1209.0,1.4788762438678582,6.2250533562837305,1.79,0.0,0
Kepler-256 c,3.388011854,1.79,5936.0,0.0453,504.25,1209.0,1.4788762438678582,6.2250533562837305,1.79,0.0,0
Kepler-256 c,3.388011854,1.79,5936.0,0.0453,504.25,1209.0,1.4788762438678582,6.2250533562837305,1.79,0.0,0
Kepler-256 d,5.83908991,1.65,5936.0,0.0651,244.16,1008.0,1.9226546686884107,5.501911058617531,1.65,0.0,0
Kepler-256 d,5.83908991,1.65,5936.0,0.0651,244.16,1008.0,1.9226546686884107,5.501911058617531,1.65,0.0,0
Kepler-256 d,5.83909761,2.06,5553.0,0.0624,341.48,1097.0,1.922655794568574,5.836213261836691,2.06,0.0,0
Kepler-256 d,5.83908991,1.65,5936.0,0.0651,244.16,1008.0,1.9226546686884107,5.501911058617531,1.65,0.0,0
Kepler-256 e,10.68167916,1.8,5936.0,0.0973,109.3,825.0,2.458021730765701,4.703203926259457,1.8,0.0,0
Kepler-256 e,10.68167916,1.8,5936.0,0.0973,109.3,825.0,2.458021730765701,4.703203926259457,1.8,0.0,0
Kepler-256 e,10.6816951,2.3,5553.0,0.0933,152.75,897.0,2.4580230952946276,5.035327906686628,2.3,0.0,0
Kepler-256 e,10.68167916,1.8,5936.0,0.0973,109.3,825.0,2.458021730765701,4.703203926259457,1.8,0.0,0
Kepler-257 b,2.382652169,2.67,5188.0,0.0333,553.53,1237.0,1.2186600671906047,6.318120908122229,2.67,0.0,0
Kepler-257 b,2.382652873,2.74,5188.0,0.0333,553.53,1237.0,1.2186602753113016,6.318120908122229,2.74,0.0,0
Kepler-257 b,2.382652169,2.67,5188.0,0.0333,553.53,1237.0,1.2186600671906047,6.318120908122229,2.67,0.0,0
Kepler-257 b,2.382652169,2.67,5188.0,0.0333,553.53,1237.0,1.2186600671906047,6.318120908122229,2.67,0.0,0
Kepler-257 c,6.581478842,4.77,5188.0,0.0656,142.63,881.0,2.0257082785143443,4.967240548443732,4.77,0.0,0
Kepler-257 c,6.581478842,4.77,5188.0,0.0656,142.63,881.0,2.0257082785143443,4.967240548443732,4.77,0.0,0
Kepler-257 c,6.581478842,4.77,5188.0,0.0656,142.63,881.0,2.0257082785143443,4.967240548443732,4.77,0.0,0
Kepler-257 c,6.581477136,4.56,5188.0,0.0656,142.63,881.0,2.025708053492257,4.967240548443732,4.56,0.0,0
Kepler-257 d,24.66459711,5.67,5188.0,0.1582,24.53,568.0,3.245112497856711,3.2398542312533927,5.67,0.0,0
Kepler-257 d,24.66461416,5.34,5188.0,0.1582,24.53,567.0,3.245113162195772,3.2398542312533927,5.34,0.0,0
Kepler-257 d,24.66459711,5.67,5188.0,0.1582,24.53,568.0,3.245112497856711,3.2398542312533927,5.67,0.0,0
Kepler-257 d,24.66459711,5.67,5188.0,0.1582,24.53,568.0,3.245112497856711,3.2398542312533927,5.67,0.0,0
Kepler-258 b,13.19721496,4.12,4954.0,0.1027,40.03,641.0,2.6530458157938295,3.714303506454095,4.12,0.0,0
Kepler-258 b,13.19721496,4.12,4954.0,0.1027,40.03,641.0,2.6530458157938295,3.714303506454095,4.12,0.0,0
Kepler-258 b,13.19721496,4.12,4954.0,0.1027,40.03,641.0,2.6530458157938295,3.714303506454095,4.12,0.0,0
Kepler-258 b,13.19720694,4.18,4954.0,0.1027,40.03,642.0,2.653045250894144,3.714303506454095,4.18,0.0,0
Kepler-258 c,33.6528474,3.05,4954.0,0.1916,11.5,470.0,3.545379898305822,2.5257286443082556,3.05,0.0,0
Kepler-258 c,33.6529701,3.72,4954.0,0.1916,11.5,470.0,3.5453834391341226,2.5257286443082556,3.72,0.0,0
Kepler-258 c,33.6529701,3.72,4954.0,0.1916,11.5,470.0,3.5453834391341226,2.5257286443082556,3.72,0.0,0
Kepler-258 c,33.6529701,3.72,4954.0,0.1916,11.5,470.0,3.5453834391341226,2.5257286443082556,3.72,0.0,0
Kepler-259 b,8.11528727,3.1,5926.0,0.0785,140.92,879.0,2.209952923816119,4.955263518561269,3.1,0.0,0
Kepler-259 b,8.11529219,2.68,5926.0,0.0785,140.92,879.0,2.2099534635685734,4.955263518561269,2.68,0.0,0
Kepler-259 b,8.11529219,2.68,5926.0,0.0785,140.92,879.0,2.2099534635685734,4.955263518561269,2.68,0.0,0
